text,severity,resolution,product
Invalid thread access on startup,normal,FIXED,Platform
PDE compile error on org.eclipse.ui.workbench,normal,FIXED,Platform
acceleratorConfigurations ext point is deprecated,normal,FIXED,Platform
[detail panes] detail pane test failure on linux,normal,FIXED,Platform
[Trim] Fix the test package's 'TextWidget' to conform to the new story,normal,FIXED,Platform
Invalid thread access when starting 3.3M5 with 312 workspace,normal,FIXED,Platform
[ErrorHandling] Possibility of accessing the status manager before workbench starts up,major,FIXED,Platform
Open Type's error dialog not correctly parented,normal,FIXED,Platform
Portions of the splash API have been rolled back!,critical,FIXED,Platform
self-hosting fails with Invalid thread access,normal,FIXED,Platform
"TrimLayout.computeSize hardcoded to return 0, 0",normal,FIXED,Platform
Please update basebuilder,normal,FIXED,Platform
[CheatSheet] Command not executing in cheat sheet,normal,FIXED,Platform
[Webapp] Command links not working,normal,FIXED,Platform
[DataBinding] make setting of the default realm safe,normal,FIXED,Platform
SWTError: 'Cannot initialize Drag' when enabling DnD for editors,major,FIXED,Platform
NPE upon save all,critical,FIXED,Platform
Wrong Bundle-Localization in org.eclipse.test.performance.win32,normal,FIXED,Platform
mouse events in embedded SWT_AWT components received incorrectly,normal,FIXED,Platform
[Contributions] menus command has label attribute as mandatory,normal,FIXED,Platform
[Webapp] Links not showing correctly (Help test scenario A2.6),normal,FIXED,Platform
DnD not working in  I20070205-0009,major,FIXED,Platform
Add icons to the background tabs,normal,FIXED,Platform
[forms] section title bar shading is broken on Gtk2,normal,FIXED,Platform
Regression with WST xml editor,blocker,FIXED,Platform
setLinesVisible(true) does not work on Fedora Core 6,normal,FIXED,Platform
SWTException: Invalid thread access when launching workspace with >1 window,critical,FIXED,Platform
Typos in documentation of hyperlinkDetector* schema definitions,trivial,FIXED,Platform
Missing font/colour decarations,normal,FIXED,Platform
Invalid thread access on startup,normal,FIXED,Platform
Splash Screen doesn't show progress without focus.,normal,FIXED,Platform
Missing documentation for SWT.CANCEL in Text,trivial,FIXED,Platform
Exceptions in new apply patch support,normal,FIXED,Platform
Investigate usage of the fetchFactory to get pre-build plug-ins,normal,FIXED,Platform
Cairo implementation needed for drawBackground,normal,FIXED,Platform
PDE manifest editor unusable on Win2K,normal,FIXED,Platform
Second hyperlink on same line not detected,minor,FIXED,Platform
RepositoryProviderManager.removeListener adds the listener instead of removing it,normal,FIXED,Platform
Internal Web Browser doesn't work with SeaMonkey 1.0 on AMD64,normal,FIXED,Platform
Disabling Controls does not prevent popup menu from functioning,normal,FIXED,Platform
Table: FULL_SELECTION focus outline too short when background image set,normal,FIXED,Platform
Expression view no longer refreshes on CHANGE events from the DebugTarget,minor,FIXED,Platform
PDE error reported on console,normal,FIXED,Platform
Table's FULL_SELECTION does not work correctly on custom draw table with background color,normal,FIXED,Platform
SWT Toggle Buttons on CoolBar keep pressed.,trivial,FIXED,Platform
Missing qualifiers on org.eclipse.cvs* features,normal,FIXED,Platform
NPE while debugging,normal,FIXED,Platform
Double click on finder icon does not bring Eclipse to the foreground,normal,FIXED,Platform
Notes bookmark URL cannot be launched by swt for Linux-GTK,normal,FIXED,Platform
Something in patch/diff causing unwanted changes?,major,FIXED,Platform
Right click a shell of SWT.NO_FOCUS and ON_TOP to bring up a context menu will trigger a shell deactivated event,normal,FIXED,Platform
[logical structures] Stepping with logical structure expanded results in blank labels,major,FIXED,Platform
[Presentations] Change the selected tab colours to be title based,normal,FIXED,Platform
New-look UI for plug-in manifest editor forms horrible,normal,FIXED,Platform
Release new refresh local performance test,normal,FIXED,Platform
Compare With Latest From Head should not open Synchronize View,normal,FIXED,Platform
Expandbar treats any mouse click as a left click,normal,FIXED,Platform
ShowIn LaunchView does not work anymore,normal,FIXED,Platform
"Inconsistent ""Check out as .."" behavior for versions",normal,FIXED,Platform
Could we have CVSStatus as an API ?,normal,FIXED,Platform
Possible deadlock,normal,FIXED,Platform
IModelDelta reference ModelDelta,normal,FIXED,Platform
[Snippet] Demonstrate Usage of ComboBoxCell-Editor,normal,FIXED,Platform
[Snippets] Snippet to demonstrate usage of VIRTUAL-Tables,normal,FIXED,Platform
Table/Tree inconsistency with sorted column bg color when adding PaintItem listeners,normal,FIXED,Platform
Java console will not open,normal,FIXED,Platform
Tree: Selection not properly redrawn when background image set,normal,FIXED,Platform
Table selection drawing incorrectly,normal,FIXED,Platform
[Forms] FormToolkit should use SWT.BORDER style in Vista,normal,FIXED,Platform
batched updates don't run if last update canceled,normal,FIXED,Platform
Double click to resize dialog should be tray-aware,normal,FIXED,Platform
[Viewers] OwnerDrawLabel provider should have a default implementation of erase,normal,FIXED,Platform
[Viewers] OwnerDraw viewers do not select on mouse down,normal,FIXED,Platform
can we remove IURIEditorInput?,normal,FIXED,Platform
Accessibility:Some content is cut off in Search result field in Help window in High Contrast Extra Large,normal,FIXED,Platform
Test failure,normal,FIXED,Platform
siteOptimizer FileNotFoundException for org.apache.commons.net jar,critical,FIXED,Platform
IWorkbenchHelpSystem#displayHelpResource should support platform: URLs,normal,FIXED,Platform
"Cannot move focus to Excel when OleClientSite(...""Excel.Sheet"") is running",minor,FIXED,Platform
Progress problem in group,major,FIXED,Platform
Allow null anchor point in DebugPopup window,normal,FIXED,Platform
org.eclipse.core.runtime.Assert does not work,normal,FIXED,Platform
Javadoc warnings in N20070215-0010,normal,FIXED,Platform
[Help] NullPointerException invoking context help if no context installed,normal,FIXED,Platform
[CheatSheet] IllegalArgumentException when cancel/exit wizard using cheatsheet in tray,normal,FIXED,Platform
Debug should make use of IWorkingSetElementAdapter API,normal,FIXED,Platform
double clicking on wizard buttons resizes the dialog,normal,FIXED,Platform
[WorkbenchLauncher] regression: choosing to switch workspaces results in dialog asking you to choose workspace,normal,FIXED,Platform
Launcher fails to locate javaw.exe on Vista,normal,FIXED,Platform
Chkpii error in build N20070215-0010,normal,FIXED,Platform
[Crash] Startup fails on WinXP,critical,FIXED,Platform
PresentationReconciler damaging incorrect partition,trivial,FIXED,Platform
Illegal Thread access on startup,normal,FIXED,Platform
"Shifted initial text in ""Open Resource"" dialog",minor,FIXED,Platform
Error logged about missing ResourceNavigator when opening Resource Perspective,trivial,FIXED,Platform
[Commands] enablement state does not update when an element is selected,normal,FIXED,Platform
Clicking cancel doesn't cancel when overwriting project in team project set import,normal,FIXED,Platform
Drag source image effect does not appear on OSX,normal,FIXED,Platform
Transparent PNG corruption with SWT 3.2,normal,FIXED,Platform
[Help] Heading should not appear in search summary,normal,FIXED,Platform
[DataBinding] Support addPropertyChangeListener(PropertyChangeListener) in JavaBeanObservableValue,normal,FIXED,Platform
[org.eclipse.test] Update library.xml to new Equinox launcher?,normal,FIXED,Platform
JavaFileEditorInput will be deleted,normal,FIXED,Platform
Minor error in code snippet in the javadoc of the class Form,minor,FIXED,Platform
Mac OS X icon changes from 'nice' to 'nasty' during launch of 3.3M5,normal,FIXED,Platform
[Patch] SWT Javadoc: Some typos/minor errors (Part 3),trivial,FIXED,Platform
Disposing image during printing crashes SWT on MacOS,normal,FIXED,Platform
Transform + SWT.DOUBLE_BUFFERED + SWT.RIGHT_TO_LEFT - not drawn mirrored,normal,FIXED,Platform
[Browser] JVM Crash when trying to save a file with Firefox or Seamonkey,normal,FIXED,Platform
Hostname and port not updated properly on Network connections preference page,normal,FIXED,Platform
Use BundleEvents to narrow down starting state,normal,FIXED,Platform
Crash on AIX: BadCursor (invalid Cursor parameter),normal,FIXED,Platform
FormColors broken in 3.3 M5,major,FIXED,Platform
org.eclipse.ui.progress.DeferredTreeContentManager adds duplicate items in a tree,normal,FIXED,Platform
[Forms] Resizing of Text widget using TableWrapLayout,normal,FIXED,Platform
"a possible null-dereference in ""org.eclipse.ant.ui/Ant Editor/org/eclipse/ant/internal/ui/editor/outline/AntEditorContentOutlinePage.java""",normal,FIXED,Platform
javadoc warning in help.base for N20070217-0010,normal,FIXED,Platform
[Progress] Progress dialog's title not always updated when job's name changed,normal,FIXED,Platform
[launching] history not updated properly,normal,FIXED,Platform
firing model delta should notify root delta,normal,FIXED,Platform
[IDE] the application name for the IDE should be consistent with 3.2,normal,FIXED,Platform
Exception in latest build,normal,FIXED,Platform
improve FilteredItemsSelectionDialog.ItemsFilter.equalsFilter(ItemsFilter),normal,FIXED,Platform
small fixes in manul tests for FilteredResourcesSelectionDialog,normal,FIXED,Platform
Baseline for new Search field text doesn't match Mac platform,minor,FIXED,Platform
TabFolder displayed improperly at small sizes,normal,FIXED,Platform
IllegalArgumentException when resizing a sashform with a table within,normal,FIXED,Platform
Discrepancy between OS X and GTK in Combo.setItems(...),normal,FIXED,Platform
infinite loop of repaint events on canvas view in plugin,normal,FIXED,Platform
NLS:questions about LaunchConfigurationsMessages.properties,normal,FIXED,Platform
Mozilla XPCOM broken in 3.2.2,critical,FIXED,Platform
[launching] no onger prompted to delete associated launch configs,normal,FIXED,Platform
Build not interrupting on editor save,normal,FIXED,Platform
Java 5 references in EvaluationAuthority,normal,FIXED,Platform
[EditorMgmt] Convert new tab behaviour into a tweaklet,normal,FIXED,Platform
Adopt FileStoreEditorInput,normal,FIXED,Platform
Misleading description of how to reference context ids.,normal,FIXED,Platform
Revert change to application id in EclipseTestRunner,normal,FIXED,Platform
[history] [launching] launch history/favorites not persisted,normal,FIXED,Platform
OleClientSite fails open document if Microsoft Word is not installed,critical,FIXED,Platform
[Help] Web page for index is read from server too early,normal,FIXED,Platform
[Webapp] Index tab with typein shows even if no index entries,normal,FIXED,Platform
Cannot copy and paste text from cheat sheet subitem labels,minor,FIXED,Platform
[TabbedProperties] JUnits for SWTException in TabbedPropertyTitle,normal,FIXED,Platform
FileStoreEditorInput needs to be restorable,normal,FIXED,Platform
"Files opened with ""File->Open File..."" aren't persisted in recently used files list and/or restored in the workspace on application restart",normal,FIXED,Platform
Cannot open editor with FileStoreEditorInput,normal,FIXED,Platform
Team - Create Patch does not respect file line endings,minor,FIXED,Platform
[FilteredDialog] Filter searching uses too many jobs,normal,FIXED,Platform
FilteredItemsSelectionDialog should always select first item on update,normal,FIXED,Platform
[Viewers] CellLabelProvider#getToolTipImage() not working,normal,FIXED,Platform
WorkbenchMenuService issues,normal,FIXED,Platform
Failing test: IJobManagerTest.testJobFamilyNULL,normal,FIXED,Platform
javadoc warning in N200702200010,normal,FIXED,Platform
NavigatorSaveablesServices NPEs on shutdown,major,FIXED,Platform
[Contributions] NPE in command service,normal,FIXED,Platform
[ErrorHandling] OutOfMemory error handling is commented out,critical,FIXED,Platform
