text,severity,resolution,product,text_hash,thesis_class
[breadcrumb] breadcrumb throws error and causes dead shell,major,FIXED,JDT,cdd7fe99c0d79521fc8522e00a153ca1054932b2a7d45154c00ebd6c67c4069d,pausa
IAE in Signature.getReturnType while hovering a method of type having $ in its name,normal,FIXED,JDT,3f1d131df0551e7d9555575ce3836f28d110e5165a9eeefdbd2f6f919298287c,pausa
[breadcrumb] border not good on WindowsXP classic,normal,FIXED,JDT,597ad3eb32ce9aa40ca18206ecdf95e043d90a9c18922ec169b2c2530caec6ce,pausa
[AST/DOM] CCE when using ASTParser.setFocalPosition(int) with the position of a field declaration name,normal,FIXED,JDT,e900e3a4c48346cdc1f226436758d694c2da3cbdedcbc1ecb0941b7db41a0ae0,pausa
[breadcrumb] project not shown for CU which is in a project but not on build path,normal,FIXED,JDT,a8a2bcd84419703e8d68e4aa87f3ff87894553d7f06ff0102961ad3aa4b96fad,pausa
[breadcrumb] don't open last element automatically,normal,FIXED,JDT,8e852a02a802044ad67f143e732baed38ef174c18b496ede74d44059c2231d56,pausa
DOM AST regression tests should be improved,minor,FIXED,JDT,41019a50a22e4e8824e46307ef329c26e9e2cd07e362b43f92fabea9e72573fb,play
[breadcrumb] strange behavior when a resource is selected,normal,FIXED,JDT,d8f7d609bf9515fb922c251b66c9d4cd4caf683bc863b5be8e39f63c7040fbb0,pausa
[breadcrumb] Activating editor should set focus into breadcrumb if it was the focus component,normal,FIXED,JDT,eba16936274c16af745e80158a139f55d95ebf24f119a8c5243d0802ff7540a3,pausa
[breadcrumb] sets input if IFile selected for the first time,normal,FIXED,JDT,0a3f133cb48986cc1331ca0c0c637341f9194df0b504006ad5d04387449f7f42,pausa
[breadcrumb] switch to editor does not set breadcrumb input,normal,FIXED,JDT,064c8e425c678237be7c7a5c34dc0330fea40d60c8bba2ed9d899dc3dccf2234,pausa
code assist in javadoc should not add imports,normal,FIXED,JDT,821ac9a59ffc6e1853221d962554d55c00143dc88a634072a2102a690b7b2e84,pausa
[breadcrumb] Scrolls editor sometimes,normal,FIXED,JDT,b99f3bc27722a6bd9c4ca07beb9fdbba23c7f100051d8576bde63b8361ef22db,pausa
[breadcrumb] Don't use 'r' as mnemonic in 'Show in Breadcrumb',trivial,FIXED,JDT,596bde2b59136cbbb4d16cd3962366bcfcc463fdb3ee677a485bd2460cbe4652,play
[breadcrumb] Allow to move back to editor via key binding,normal,FIXED,JDT,d744d760def75382cf0a9f6165d90f837d4c75b2cdb6e49423a2bd0bf681f6e5,pausa
[breadcrumb] Allow to disable breadcrumb while in breadcrumb,normal,FIXED,JDT,4c55136ce50fcee8620346df1d238e1f900ffa744cf9e3a9c34ddf8eec3fac5a,pausa
PublicScanner doesn't contain all the fix of Scanner,normal,FIXED,JDT,a22a6a6780460398e4fbfca93ee96aaa76fb36ddb9ed7b4aca2531ab787e3986,pausa
[breadcrumb] Must not set focus into text widget on reveal element,normal,FIXED,JDT,2c7413d62230c4087b2bd4de0b6bd627f5040a65e20cf442f1f9741136a7806b,pausa
[breadcrumb] NPE when closing editor,major,FIXED,JDT,6d8c5b5f0b74de11f161887997c838682884235c3026ae3da3112312f1aa77d5,pausa
Compiler error with generic covariant,major,FIXED,JDT,f3a40045b946b95e6d9eef49b45fc2fa493865c396e4a84d8d3895fa582b1f90,pausa
[batch][compiler][options] -warn:allJavadoc -warn:-javadoc does not behave as documented,normal,FIXED,JDT,b552e1eae85ae12feeef8aa0833f7b7ad64bff4bece266c72964e4c21edba8f9,pausa
[batch][compiler][options] the documentation for specialParamHiding needs improvement,minor,FIXED,JDT,aa49f73b52f9c19c68e315cee311475106d89ce8976e561daca29508d808a4e9,play
[breadcrumb] Open action does not work,normal,FIXED,JDT,5bf87fd485adee02f70f78691e58c2893cc9c046a70fd3159e6a032e1d05d9ff,pausa
[breadcrumb] Breadcrumb should be deactivated if element opened in other editor,normal,FIXED,JDT,d02872b5fbe2f64462192013109b75160cc6e7315a6237b5de43c720b651238e,pausa
[breadcrumb] No tooltip for 'External Plug-in Libraries' project,trivial,FIXED,JDT,dd757548e7802cd2b952101ab3061417735037d8c9d7ee08a6df4ab208e68a13,play
Type Hierarchy crashes in some cases of user input,normal,FIXED,JDT,5c04b8136ed8344cb9f5e2229ce3354d24fc1c00ff59a24d3082379fbdb6aef3,pausa
[breadcrumb] Not updated anymore when switching from drop down to editor,major,FIXED,JDT,d641f3138946fbb82abde18950f4f60db29afce3a40b045ed464ee098344b991,pausa
[breadcrumb] looks strange for file inside IFolder,minor,FIXED,JDT,d0975ddc01cf48bda8f798e60d40db72f97594c709f0d78a2e297a7350475152,play
[preferences] 'Check overriding and implementing methods' is ambiguous,normal,FIXED,JDT,21f602f83a5a5ed8790bbfdf08158a21b03a0240d60bb8f90467010f41ddc147,pausa
[breadcrumb] support (Ctrl+)(Shift+)Tab,normal,FIXED,JDT,ebc29f1e70b7703ab49e9b88fd346f2329610d8a6e0c731b96f0bcbfe6b5485c,pausa
[1.5][compiler] Brigde,normal,FIXED,JDT,a2f17d4a0356554ce96d532f02c35ddae7ce73e29c10a8730381b0068d1a0f67,pausa
[breadcrumb] Drop downs should use table viewer instead of tree viewer,normal,FIXED,JDT,9740e7d295ef212f767aa92922dc0a51d2928d257393a50fde34ce3d59652718,pausa
Invalid annotation elements cause no annotation to be in the AST,normal,FIXED,JDT,dcee0b7ed7d0f4ef901bf630c492e0d151192614f4057fd1dd2aacfdf8040a34,pausa
[breadcrumb] Handle IPackageDeclaration and IImportDeclaration,minor,FIXED,JDT,5926910604cb1bd118e56f30e223dffba986e70a99fec81a239fe544cd07e2d5,play
[performance] Java editor leak?,normal,FIXED,JDT,d9633c893b2e658bf79112c8242a8d6fc0590b0b094e0736e79695beb3041d08,pausa
"Document the pattern syntax for SearchPattern#createPattern(String, ..)",normal,FIXED,JDT,cbe4e71974db3e9e2ee63aaff6cd96f5883a11a5f1e045011f54c9f366cdb719,pausa
[type hierarchy] Opening Type Hierarchy extremely slow,normal,FIXED,JDT,69c6115f9e733714e02eece13b6e0209727b6f5d444a0d3864c9b1378ef0dde4,pausa
backport bug 178551 to R3_2,normal,FIXED,JDT,2acc3c4e06bbcc79da4d14ca9fbe7027814ab3c5327e49660a5cf7d286a91a2b,pausa
The broken code in JDT/Core,normal,FIXED,JDT,fbc49414211315bb0f47582d20869928bc2489517ef1aad7955c3ab214a4b258,pausa
Cannot convert T to T,normal,FIXED,JDT,84d8ec66bb21262c9f792a9d855536f9e463ba9e15903c70c821211fcc68bebd,pausa
Hyperlink Debugging should only be enabled if current context is IJavaStackframe,normal,FIXED,JDT,e7151958717a8065ffebbf79d3d6ee4e4f8b8d71864d7e208e254addede27847,pausa
Protected type not visible in subclass,normal,FIXED,JDT,118e0794633c1917491043ad8f7d89ed0953e2969da16dbd9893741e8eb0074a,pausa
Java Project Wizard - can't add third page,normal,FIXED,JDT,8457ef81b376e2bb1b4f7287d1ad3192ff47f38327f7dacff75ac09c6aac12af,pausa
JavaCore.getEncoding() fails when there is no workspace.,normal,FIXED,JDT,a8b87f784206005a80f731921ff98970c4460c7987ee9bbe09412c60efa06b83,pausa
NPE found in .log while running ClasspathTests,normal,FIXED,JDT,644a4cab2ea84ba175a65a6c66e3790baa09fb9da3042431db1196c172067586,pausa
[] organize imports should ignore types in Javadoc of package-info.java,normal,FIXED,JDT,1dafb4ecebf2e20b0ea98cd20d47e8bd9f5c13a175ccba35c467c0ad0efb95f2,pausa
Typo in javadoc for AptPreferenceConstants.PROCESSING_IN_EDITOR_DISABLED_OPTION,normal,FIXED,JDT,fdbf35094e972e31f028aac7a3a9d75ab0ed98c88e1d63a9109a49f840514beb,pausa
New JavaProjectWizard API should expose functionality from internal JavaProjectWizard class,normal,FIXED,JDT,de2b6cf162c75c2bcc91189de0c3e3f4c37d34a56a131388a9518eb4f5259fb3,pausa
[team] Synchronize shows duplicate entries for resources in default package,normal,FIXED,JDT,1b1d7898503e4b30cf5831fe633fe2050cd4f2d18a3ebd3c8315eebfcaafc642,pausa
Unable to change variable value when stopped in JSP,major,FIXED,JDT,d7068aa6d554ad3d234626bb8f64b51577a00f323629d37b7d449326033d2804,pausa
[search] Field- and LocalVariableReferenceMatch confuse read/write for field access on LHS,normal,FIXED,JDT,ad754ccca6f76488835995b57dec09c74941f4470e9e4988a8e2e6771606ed35,pausa
"[1.5][compiler] Compiler messages should use ""1.5"" instead of ""5.0""",normal,FIXED,JDT,b790785e584fe6356a338501e8a47bf74099c32daf9ebdf85b434995ebf3f029,pausa
Javadoc of JavaCore options hard to use,normal,FIXED,JDT,57966d894dfa6cea6b6d1ed0862ff68e68b1f9b29bcc80b929ebd329f59e245c,pausa
Confusion when homnymous types in local and enclosing scope,normal,FIXED,JDT,6f93fe116902a30efa0f2139705952b2270f6ec3d90570dcd8f8d2a651404b5c,pausa
Compile error when disabling Ignore Uchecked exception,major,FIXED,JDT,92499251b8c76323a54dd0b5bdcfa15c77f560c3140fd4b6d765970d241a78c2,pausa
Failures of inference and overload resolution,normal,FIXED,JDT,86ab3be6559adf6fd234c5d9751f3a21ce93964848c14010ee408dfb8ce32fb3,pausa
No error when running JUnit4 on a project using JRE 1.4,minor,FIXED,JDT,6b28b9d4add102a3b1af2f015c552c31508364c4593b1f7fc8ee617de55c6e70,play
Chkpii error in N20080201-0010,normal,FIXED,JDT,5197aa1c85897b0c5ba420cb849d37fcb050802ee5790e0ea39c7682d90e25aa,pausa
Javadoc bugs in IMemberValuePair,trivial,FIXED,JDT,9a0423ca90ed695caaa6ca306b8aa66cb3ae9497f49021e61ecd4d2711dd6ce7,play
JREContainer keeps getting initialized if problem with EE,normal,FIXED,JDT,d37bcc58e6533761e350a70b0920b3f52075b8efd8f917c2d3fabc0b1b1e5c18,pausa
Regression in Model performance test testProjectFindUnknownType(),normal,FIXED,JDT,7178a75b55b79468710df7f833d25457eb6df365038a5b62340dc234a688e1e1,pausa
"@SuppressWarnings(""unchecked"")  not considered necessary for unconstrained generic parameters",normal,FIXED,JDT,5c8899f6ec39ddb7e1be378f967f6049d8cd81f19bd6093b3f116b0ada07b78e,pausa
"An internal error occured during ""Update Installed JREs"" - when using an ee file",normal,FIXED,JDT,e7cba350a1750495f0b336906d778fcc87eba5a7784561e4008c98165d87f28b,pausa
[formatter] add support to handle parameter annotations,normal,FIXED,JDT,dfa90db2b533ab16faed0a06c26a4cccafab9f4f2a8839e642bb2ca27cff15ec,pausa
Folded code doesn't automatically expand when jumping to it,minor,FIXED,JDT,d0b9e4824c018b383e512e5709d6b50d18b8a467d7f59d34166e5be8c11b17ac,play
extension point org.eclipse.jdt.launching.classpathProviders based on ridiculous class,normal,FIXED,JDT,d1af571eda0c115982bf746152fd2e71cb265c353ae84990d6fc1a0015d58708,pausa
Unhandled event loop exception,normal,FIXED,JDT,27efd6ee321b3fd93295ffc754936de34757da26f56f23221caf99970eda5d1c,pausa
[package explorer] RuntimeException on startup (viewer is busy),normal,FIXED,JDT,0ef48764d6b9be4c8acc474ff1d15af20c556ba8c41b3069f991e59736a39fca,pausa
Can't create binding to inner class,normal,FIXED,JDT,6f9ba0ab26d30135a666e5f0ea9eb04b444ced8e2d294d470f5fa2bfa1e8823e,pausa
[preferences] avoid formatter profile version increment,normal,FIXED,JDT,650566fc992dc28c2ca65d6358e98b9e851bef893da9a9e7df5887b7c470b414,pausa
[breadcrumb] Exception when seleting entry from dropdown,normal,FIXED,JDT,7c72a629c2a3b2cc030b0ab44f24edf0edd4abbef479382a037104b352c51d32,pausa
[breadcrump] linux: left-right doesn't work,normal,FIXED,JDT,99c010615372bb956349f793e06a0a598bdcad35d8cc96199f6ea89fe185d498,pausa
[breadcrumb] Widget disposed when shut down eclipse with open drop down,normal,FIXED,JDT,c54a000425e16c34dcbb153c29adec2bdd157a8532e06c7fce70ab04cbaf711a,pausa
[breadcrumb] Widget disposed exception when opening type,major,FIXED,JDT,a0a9c0f80711b90650b8959fc9505d232305a19647f66e52f2a45cb3eb0363e6,pausa
New Java Project - JRE group's radio buttons are misbehaving,normal,FIXED,JDT,96f53442669e361a7956f17b0480f4bb312bd5ebfd3adebad2d737aa33197543,pausa
[breadcrumbs] Show in Breadcrumb / Go to editor should not use Alt+Shift+B,normal,FIXED,JDT,56fd2986461d9e9d922d4411ed57afa209b47b890f008e6f239fb931ffa9f590,pausa
[breadcrumb] Remove left/right arrows,normal,FIXED,JDT,91c94d54cf60c879497970acb51137bb17f6a5d76dc009b0498ee61dda3b8229,pausa
[jres] search for installed JREs adds many bogus EE configurations,normal,FIXED,JDT,d054cb36bf5a927cb8fa3b942b8921ec752977c9f962180cc8e6b94ae32a5164,pausa
Fitlering statics also filters constants,normal,FIXED,JDT,661bb79f3a842bcdedd7a23883df336e3d8cb8a771e9bde7ba576b8a2f753665,pausa
[breadcrumb] Opening types drop down may be long running,normal,FIXED,JDT,1a6a48326250592614a0b5434876d87d3e065fc1a510cc3807baf8596ca3eb7c,pausa
Compiler warnings in I20080206-1300,normal,FIXED,JDT,ff736ce6976e51356121f007ffafd4db4e8b6553053103e2beb18507ab334c2e,pausa
NPE when trying to extract local variable,normal,FIXED,JDT,1595451a1117005cfc6a5ac5b67c1e5afadd57e3da8fdabbc3cd8ab77b8ef7f4,pausa
[render] convert colored labels to SimpleStyledCellLabelProvider,normal,FIXED,JDT,65457d42ff6495f1938cdf7294f301177570f2911b3cb72f1ee6faea20839b99,pausa
Performance problem during refresh,normal,FIXED,JDT,c6952e04660cf630058cc1401f36736c62babd5bfc1d33a88e8fb4737c1bb90e,pausa
Preferences > Installed JREs > Edit... has wrong labels for tree item,normal,FIXED,JDT,c6973f469826fab140fdcebe534ed2a98e872d207495d00f73445ddafbb508e7,pausa
[expressions] static/final filters have no effect in expressions view,normal,FIXED,JDT,1e2f94043c6e8e518f8a90910a980b06a2bbd76baa1f0e277b0ae53dfd6e7e46,pausa
Java doc location button not disabled initially,normal,FIXED,JDT,1f4b3a0fcd429b87adde4e02e76aedbb77c4e47ed8844fe64f2a862ac7845b10,pausa
[breakpoints] Breakpoint export dialog does not size well on linux,minor,FIXED,JDT,c7c8139dcd50a95530214d26cb0f21c287bda94c04daba4847ea2d71f5668150,play
Compact mode in the disassembler should also work for annotation values,normal,FIXED,JDT,cd8345a5e56856533d1184ab50d888e0ee278b698942b310ea2223063e0068c4,pausa
Small bug in spelling problem information,normal,FIXED,JDT,d1021b099ff998dae9bac79fd191b1307089a11f2f2b93d538507cfe98ebc538,pausa
"compile errors when save action ""ignore fields"" fails to prevent field re-sorting",normal,FIXED,JDT,be3b40d1cbb11da51f3d05259f0503bec32fd3475ead7784c670de5c4d95fc80,pausa
Remove quote requirement from ee files,normal,FIXED,JDT,825424827ab552eeec0f6b9ac8605fcd699b2b06020fc79ac5851a64c55d16a9,pausa
JRE Definition dialog should use -Dee.name as default JRE name,trivial,FIXED,JDT,309322e1f648988113e57cf7d1c79b77520ffd5bb769cbf497a20916f68135eb,play
Content Assist: Ctrl should toggle insert/overwrite not Command,normal,FIXED,JDT,e2a956f49b41a46b7bb4ad728bcc6d14c65832d3eac9057732d10df366fde435,pausa
EEDefinitionTests Failure,normal,FIXED,JDT,41ee46963ecb0bbbd2198289728de609602f7b5a244f6227698569a5534463ea,pausa
"Installed JREs pref page, remove button disabled but hot key still works",minor,FIXED,JDT,ae901788754f4f46f096a108f3c119c77bfc2f38f37619db935853103f44e9bc,play
Leak framework: strange failure trace,normal,FIXED,JDT,15bb6a5a38f4c715ae0c6a810114d4c1c26562dde2d5cdc75d80879ff4421457,pausa
[breadcrumb] single click to open by default,normal,FIXED,JDT,478f5ac06096e2f91b610af8073afcb6979d7a66b396323828c838c551fc6c8f,pausa
[breadcrumb] start filtering when user types *,normal,FIXED,JDT,de7f9a1f73f345019195f7333674f2ca66675f2153762a7c6dfc61847fd31d78,pausa
ClassCastException if JavaEditor is nested within a GridLayout,major,FIXED,JDT,5fa7c22fb448e89be9f9e661174f193d37ea966c7c4eaba4917cc35a746ae68d,pausa
[breadcrumb] usability of selector popup list,normal,FIXED,JDT,f83fff3eebefafd19ca849d3ca045ed45784c545264c88a6f576084b9be9628e,pausa
LocalVariable.hashCode throws NPE when this.parent is null,normal,FIXED,JDT,5b72ede8a6f405a93e79ecfaf31c33ce14bae3634a82315d621ef0abb94e1d5a,pausa
[breadcrumb] filter list must be fully on screen,normal,FIXED,JDT,347870b77248bbaf8edfcc40f257010ebaa3c2e862aff6cf1788230e6526348e,pausa
[breadcrumb] key accelerators not working on breadcrumb bar,normal,FIXED,JDT,7f893945c929d8d49dd5fa9e6331b779269e853b478c2d734a39f803dcd3877e,pausa
[breadcrumb] context menu > Show In > Package Explorer shows editor input,normal,FIXED,JDT,09ae9cae5a9a474565eb86728ce6487ea1d42fd03749c0bcb06850fbf5e85355,pausa
Javadoc of AST#newTypeDeclaration() refers to inexistent setEnumeration(..),trivial,FIXED,JDT,a00e6227e50e8ee156a7506adbf13df65cd3a5f46e09977675345cabef5ae993,play
Documentation for JavaCore#COMPILER_PB_UNUSED_DECLARED_THROWN_EXCEPTION and JavaCore#COMPILER_PB_UNUSED_DECLARED_THROWN_EXCEPTION_INCLUDE_UNCHECKED_EXCEPTIONS fails to make crystal-clear the cases of Exception and Throwable,normal,FIXED,JDT,f66894333c422095025f4dc49d94ea13df16eaf3902cc1bb05f736521cd715ed,pausa
[cleanup] Migration problem of project-specific cleanup preferences,major,FIXED,JDT,bfa10f53161adf7df9918925de070a3f9c69c042d6eb71d1672a22f3f87c6b64,pausa
Compiler warnings in N20080216-0010,normal,FIXED,JDT,df4db98864fbca79eaa53fbd06231fbf1723bc2947c2c7c8ae18fb62fcb18aac,pausa
"""Add generated serial version ID"" Quick Fix generate 1L",normal,FIXED,JDT,b344369376645f4d0bf88954f964aa31ece31eb8c1ecb5922a96279bdf3180bb,pausa
IAE when hovering over task in vertical ruler,normal,FIXED,JDT,a485c42c254643e659f8795baf2e42b4dd36e624735c64cfe8d80c28a75a7d7e,pausa
"Code clean up mistakenly removes a required ""this"" keyword",normal,FIXED,JDT,d07d2d44a0cc4c65147ffcb7f2b36798de9177a452ac674244ad7bb08d1ea34b,pausa
JRE Definition dialog does not filter -Dee.* properties,normal,FIXED,JDT,0af4b1f88c4e83b6b0523f57dbb515546519377cec7fb975eddd109bed758095,pausa
[quick assist] 'Convert to StringBuffer' should end in linked mode for name,normal,FIXED,JDT,8db9253d0ecc04e0ce3bf53ea43fa87fa4dab9fd1aa071266819c267418fcb14,pausa
[clean up] Code clean up does not remove outer class qualifier if possible,normal,FIXED,JDT,22b316c5168b884d91ac483b52316e889978f7bfe78cde7bd95d8718ba7716a5,pausa
[hovering] Rich Problem hover doesn't show spelling quick fixes,normal,FIXED,JDT,269d1c3b1b7f90ccf8c7a3cebae0851bacdeb6f7e4e468700074c32df4083181,pausa
[hovers] rich quick fix hover glitches,normal,FIXED,JDT,2a65b3795fe0bed1ece6a769578503dbfcc9203688001ddd1ed33e8680500239,pausa
Creating Java Working set from selected resource seems broken,normal,FIXED,JDT,e97a8c8e650715b62ba0e5d86592ea10e3eeb265628455d61b674e54b2fd95ad,pausa
F2 (Show Tooltip Description) does not work in active editor after restart,normal,FIXED,JDT,382839e11a19463588e380bc95ab8a737bd8c2b652bdb9dc8b692b05c03fad66,pausa
Package Explorer not refreshed when changing .class file in class folder,normal,FIXED,JDT,2aae3c5f2e2568d3a5b6566ad82e4e3a259228fd266af1efee2985ebdb2dc370,pausa
Source --> Clean Up Removes Valid Code,major,FIXED,JDT,d451b1577cece3efcc649adae62ce2695290a592c343b9a3f4a6682f0a401964,pausa
Clean-up replaces volatile with final,minor,FIXED,JDT,5830fe5129c9ad42d54a43e6e261f99cedd7b545d53b059addf1801a8b2362d5,play
[assist] provide info what is completed,normal,FIXED,JDT,b3d17849ae2dc108d3bfd211134de9b97007ec6220ec89d1af6bb2f80ab68114,pausa
[build path] add UI for external class folders,normal,FIXED,JDT,0b7b2bba40979ddcfa0e5961b49c5d3fc5dc414e92cefcbf1085affbeff2db3c,pausa
Two correction icons have white background,normal,FIXED,JDT,3c8464028d98ecea60ed958e87f6c035f5aefcb1bf59871b538e38010a315df8,pausa
[assist] No suggesting 'hasGenericError' variable,normal,FIXED,JDT,7f65ab4d882ac71047f158146ea965b7ff290de08f7d12ae3f439116747d80f3,pausa
Can't find references of generic local class.,normal,FIXED,JDT,200ea83e2554095101c2d312335903efec483af1ecdc9ef04e3ed3ab1c6bcb5f,pausa
Add external class folder has missing mnemonics,trivial,FIXED,JDT,80652151840fb88e5fc86e57dc226417edb05e883ffd97f92247bdd4f4f51874,play
[hovers] Rich problem hover too small with wrapping problem text,normal,FIXED,JDT,16592b7bce2d0210e09d67d1d426da6879d3ad85c7498350f5898b6b9c39a4f5,pausa
Addition of externalFoldersManager inside the java model manager breaks retrieval of JavaCore.getOptions() with no headless eclipse,critical,FIXED,JDT,01074fbcb85aef25391cb35eb1f3f8b9a6e47e0534828be5d4454f053999023e,stop
[api] JavaSnippetEditor Illegally instantiates JavaModelException,normal,FIXED,JDT,9dba486feb803a25c2c3c21f8ac4ad81bd92f63a11ac1a3eb85205470315517f,pausa
[1.5][compiler] Compiler incorrectly rejects static raw member type as parameterized,normal,FIXED,JDT,c875eb4e7141dd0b99d31478b78323a90265e857c8d411d86afaf53957b1bf03,pausa
